,underlying_price,underlying_index,timestamp,stats,state,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,settlement_price,option_type
42,36872.94,BTC-25JUN21,1623313081940,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,868.9,0.0001,0.015,3.841e-05,201.15,0.0005,0.0,BTC-25JUN21-10000-P,36858.81,"{'vega': 0.09045, 'theta': -0.60697, 'rho': -0.00559, 'gamma': 0.0, 'delta': -0.00033}",36858.81,31781385816,[],0.0,0.0,0.0,0.0005,5.0,"[[0.0005, 5.0], [0.001, 19.9], [0.0025, 19.0], [0.003, 1.4], [0.005, 40.0], [0.0055, 7.5], [0.006, 10.0], [0.0085, 2.0], [0.014, 3.0], [0.0145, 1.0], [0.11, 0.1], [0.8, 2.0]]",255.9,0.0,P
43,36872.94,BTC-25JUN21,1623313081940,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,502.4,0.6065,0.64,0.62103292,200.85,0.662,0.0,BTC-25JUN21-14000-C,36858.81,"{'vega': 1.06084, 'theta': -7.10828, 'rho': 5.66366, 'gamma': 0.0, 'delta': 0.9951}",36858.81,31781512131,"[[0.6165, 17.0], [0.615, 6.0]]",0.0,0.6165,17.0,0.6245,13.5,"[[0.6245, 13.5], [0.626, 6.0]]",260.95,0.62,C
44,38299.75,BTC-31DEC21,1623313081940,"{'volume': 14.3, 'price_change': 9.0535, 'low': 0.243, 'high': 0.265}",open,485.9,0.186,0.363,0.26131674,94.77,0.265,0.0,BTC-31DEC21-40000-C,36858.81,"{'vega': 109.42732, 'theta': -25.42053, 'rho': 75.7526, 'gamma': 1e-05, 'delta': 0.61522}",36858.81,31781514071,"[[0.2555, 10.0], [0.2395, 10.0], [0.21, 0.1], [0.205, 1.0], [0.203, 0.4], [0.2, 40.0], [0.13, 0.1], [0.126, 0.1], [0.013, 10.0], [0.0015, 1.0], [0.001, 5.0], [0.0005, 0.6]]",92.74,0.2555,10.0,0.2645,20.0,"[[0.2645, 20.0], [0.2705, 10.0], [0.3625, 13.0], [0.462, 8.8], [0.52, 1.4]]",95.89,0.26,C
45,36905.12,SYN.BTC-2JUL21,1623313081941,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0345,0.132,0.07390008,88.7,,0.0,BTC-2JUL21-36000-P,36858.81,"{'vega': 35.24911, 'theta': -71.09543, 'rho': -10.79798, 'gamma': 5e-05, 'delta': -0.4118}",36858.81,31781508980,"[[0.0715, 4.8], [0.0605, 0.4]]",86.18,0.0715,4.8,0.0765,4.8,"[[0.0765, 4.8]]",91.41,,P
46,36828.82,BTC-11JUN21,1623313081944,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.9,0.16,0.2385,0.19483081,131.39,0.2805,0.0,BTC-11JUN21-44000-P,36858.81,"{'vega': 0.28179, 'theta': -18.51152, 'rho': -1.18544, 'gamma': 1e-05, 'delta': -0.9949}",36858.81,31781511446,[],0.0,0.0,0.0,0.695,2.5,"[[0.695, 2.5]]",500.0,0.19,P
47,37033.65,BTC-30JUL21,1623313081943,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.2425,0.341,0.28487938,99.53,,0.0,BTC-30JUL21-28000-C,36858.81,"{'vega': 35.04002, 'theta': -34.88481, 'rho': 27.50776, 'gamma': 2e-05, 'delta': 0.82724}",36858.81,31781514407,"[[0.243, 5.5]]",0.0,0.243,5.5,0.345,4.0,"[[0.345, 4.0]]",157.32,0.29,C
48,36896.27,BTC-25JUN21,1623313097046,"{'volume': 13.0, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,1899.5,0.0001,0.016,0.00072719,149.11,0.0005,0.0,BTC-25JUN21-80000-C,36880.24,"{'vega': 1.63346, 'theta': -8.12559, 'rho': 0.1097, 'gamma': 0.0, 'delta': 0.00797}",36880.24,31781400468,"[[0.0005, 166.4]]",143.21,0.0005,166.4,0.001,188.0,"[[0.001, 188.0], [0.0015, 51.0], [0.002, 57.3], [0.0065, 3.3], [0.007, 5.0], [0.009, 19.0], [0.011, 0.2], [0.029, 1.1], [0.0365, 5.0], [0.04, 5.0], [0.09, 3.0], [0.2495, 4.0], [0.3755, 6.0]]",154.55,0.0,C
49,38299.75,BTC-31DEC21,1623313081941,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,83.9,0.374,0.511,0.43231676,98.46,0.4235,0.0,BTC-31DEC21-26000-C,36858.81,"{'vega': 76.57768, 'theta': -18.48074, 'rho': 81.78726, 'gamma': 1e-05, 'delta': 0.81441}",36858.81,31781293586,"[[0.395, 10.0]]",79.4,0.395,10.0,0.4665,10.0,"[[0.4665, 10.0]]",115.42,0.43,C
50,36833.43,SYN.BTC-12JUN21,1623313094026,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.081,0.162,0.11552763,98.17,,0.0,BTC-12JUN21-41000-P,36867.95,"{'vega': 3.82745, 'theta': -94.52474, 'rho': -2.08784, 'gamma': 5e-05, 'delta': -0.92551}",36867.95,31781512992,"[[0.1135, 0.4]]",70.08,0.1135,0.4,0.0,0.0,[],0.0,,P
51,38298.98,BTC-31DEC21,1623313082950,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.2,2.0525,2.3355,2.1699295,101.38,2.77,0.0,BTC-31DEC21-120000-P,36857.34,"{'vega': 60.46443, 'theta': -15.02546, 'rho': -650.75293, 'gamma': 1e-05, 'delta': -0.87032}",36857.34,31706920966,"[[0.001, 0.1], [0.0005, 0.1]]",0.0,0.001,0.1,0.0,0.0,[],0.0,2.15,P
52,36841.05,BTC-18JUN21,1623313082949,"{'volume': 174.7, 'price_change': -64.2857, 'low': 0.0075, 'high': 0.022}",open,614.5,0.0001,0.039,0.00740643,110.77,0.0075,0.0,BTC-18JUN21-30000-P,36857.34,"{'vega': 8.91188, 'theta': -61.79189, 'rho': -0.79212, 'gamma': 3e-05, 'delta': -0.09085}",36857.34,31781514506,"[[0.007, 28.5], [0.0065, 16.0], [0.006, 16.0], [0.005, 30.0], [0.003, 0.1], [0.0015, 8.5], [0.001, 0.5], [0.0005, 0.1]]",109.07,0.007,28.5,0.008,1.8,"[[0.008, 1.8], [0.0085, 14.8], [0.009, 11.8], [0.0105, 16.0], [0.011, 30.0], [0.0135, 6.0], [0.0145, 0.1], [0.03, 0.1], [0.036, 0.1], [0.045, 0.1], [0.06, 1.1], [0.09, 0.1]]",113.18,0.01,P
53,38299.64,BTC-31DEC21,1623313083957,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.1,6.606,7.127,6.84149556,120.15,8.0645,0.0,BTC-31DEC21-300000-P,36858.07,"{'vega': 20.91888, 'theta': -6.16052, 'rho': -1671.47087, 'gamma': 0.0, 'delta': -0.9673}",36858.07,31400509561,"[[0.151, 5.0]]",0.0,0.151,5.0,0.0,0.0,[],0.0,6.8,P
54,36906.11,SYN.BTC-2JUL21,1623313082950,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0055,0.0715,0.02680349,87.01,,0.0,BTC-2JUL21-44000-C,36857.34,"{'vega': 27.95658, 'theta': -55.31695, 'rho': 4.66972, 'gamma': 4e-05, 'delta': 0.23685}",36857.34,31781512392,"[[0.0255, 6.4], [0.025, 6.4], [0.018, 0.4]]",85.27,0.0255,6.4,0.028,6.4,"[[0.028, 6.4], [0.0285, 6.4]]",88.58,,C
55,36906.11,SYN.BTC-2JUL21,1623313082948,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.173,0.261,0.21152049,99.88,,0.0,BTC-2JUL21-30000-C,36857.34,"{'vega': 22.6261, 'theta': -51.39209, 'rho': 13.82533, 'gamma': 3e-05, 'delta': 0.8334}",36857.34,31781512886,"[[0.1975, 0.4]]",74.09,0.1975,0.4,0.0,0.0,[],0.0,,C
56,36878.91,BTC-25JUN21,1623313088994,"{'volume': 20.4, 'price_change': -37.5, 'low': 0.002, 'high': 0.004}",open,1517.9,0.0001,0.021,0.00237787,156.62,0.0025,0.0,BTC-25JUN21-20000-P,36862.05,"{'vega': 3.3797, 'theta': -17.65942, 'rho': -0.31552, 'gamma': 0.0, 'delta': -0.01846}",36862.05,31781510647,"[[0.002, 53.1], [0.0015, 12.4], [0.001, 65.1], [0.0005, 238.1]]",152.28,0.002,53.1,0.003,29.1,"[[0.003, 29.1], [0.0035, 34.1], [0.005, 30.0], [0.0075, 7.5], [0.014, 20.0], [0.0145, 0.5], [0.02, 0.1], [0.022, 0.2], [0.023, 3.0], [0.0285, 0.5], [0.031, 3.0], [0.04, 0.1], [0.041, 3.0], [0.07, 0.1], [0.09, 0.5], [0.12, 0.1], [0.15, 0.1], [0.4, 1.0]]",162.94,0.0,P
57,36841.05,BTC-18JUN21,1623313082947,"{'volume': 150.5, 'price_change': 86.4865, 'low': 0.018, 'high': 0.0465}",open,329.3,0.0075,0.081,0.03581425,83.45,0.0345,0.0,BTC-18JUN21-38000-C,36857.34,"{'vega': 21.35644, 'theta': -111.55753, 'rho': 3.13737, 'gamma': 9e-05, 'delta': 0.42497}",36857.34,31781514604,"[[0.0355, 21.7], [0.035, 4.3], [0.0345, 8.1], [0.034, 0.9], [0.0325, 1.0], [0.0305, 10.0], [0.03, 24.0], [0.0185, 1.5], [0.008, 3.0], [0.0005, 5.8]]",82.89,0.0355,21.7,0.0365,8.0,"[[0.0365, 8.0], [0.037, 4.2], [0.0375, 1.1], [0.038, 1.5], [0.0385, 1.3], [0.039, 10.0], [0.041, 24.0], [0.0465, 0.1], [0.055, 0.1], [0.0565, 0.4], [0.072, 4.0], [0.075, 0.8], [0.0765, 0.3], [1.0, 1.0]]",84.61,0.04,C
58,38897.46,BTC-25MAR22,1623313082952,"{'volume': 0.4, 'price_change': 2.7027, 'low': 0.0185, 'high': 0.019}",open,182.6,0.0025,0.087,0.01826343,111.86,0.019,0.0,BTC-25MAR22-300000-C,36857.34,"{'vega': 40.87058, 'theta': -7.9372, 'rho': 12.64518, 'gamma': 0.0, 'delta': 0.05947}",36857.34,31781475246,"[[0.0145, 11.4], [0.013, 18.0], [0.001, 5.0], [0.0005, 10.4]]",108.01,0.0145,11.4,0.0225,0.6,"[[0.0225, 0.6], [0.0235, 1.1], [0.024, 18.0], [0.0495, 1.0], [0.088, 1.0], [0.099, 1.0], [0.111, 1.0], [0.123, 1.0]]",115.63,0.02,C
59,37040.58,BTC-30JUL21,1623313094138,"{'volume': 0.9, 'price_change': -9.3023, 'low': 0.78, 'high': 0.8615}",open,48.8,0.7065,0.85,0.76704202,97.35,0.78,0.0,BTC-30JUL21-65000-P,36867.95,"{'vega': 21.07551, 'theta': -20.52145, 'rho': -85.38458, 'gamma': 1e-05, 'delta': -0.91635}",36867.95,31781518613,"[[0.265, 2.5]]",0.0,0.265,2.5,1.2655,2.5,"[[1.2655, 2.5]]",475.85,0.76,P
60,37033.43,BTC-30JUL21,1623313083959,"{'volume': 65.4, 'price_change': 25.6589, 'low': 0.1285, 'high': 0.1675}",open,334.5,0.109,0.2255,0.15950902,91.14,0.1621,0.0,BTC-30JUL21-35000-C,36858.07,"{'vega': 51.67281, 'theta': -47.10493, 'rho': 23.94375, 'gamma': 3e-05, 'delta': 0.63159}",36858.07,31781513481,"[[0.1585, 3.3], [0.157, 0.7], [0.1565, 0.7], [0.138, 9.0], [0.1365, 0.4], [0.117, 5.5]]",90.42,0.1585,3.3,0.162,3.0,"[[0.162, 3.0], [0.1635, 0.4], [0.1655, 1.0], [0.166, 0.9], [0.1665, 9.0], [0.219, 4.0], [0.44, 0.1]]",92.93,0.16,C
61,36874.01,BTC-25JUN21,1623313082947,"{'volume': 1.2, 'price_change': -25.0, 'low': 0.201, 'high': 0.268}",open,1516.3,0.164,0.269,0.2091763,86.96,0.201,0.0,BTC-25JUN21-44000-P,36857.34,"{'vega': 19.62176, 'theta': -56.9264, 'rho': -15.57939, 'gamma': 4e-05, 'delta': -0.81978}",36857.34,31781514046,"[[0.2055, 1.4], [0.2015, 4.0], [0.201, 0.5], [0.196, 6.0], [0.0395, 0.1], [0.025, 0.2], [0.01, 1.0], [0.0005, 0.1]]",79.75,0.2055,1.4,0.2135,41.4,"[[0.2135, 41.4], [0.223, 6.0], [0.2565, 4.0], [0.2575, 0.1], [0.4855, 0.1], [0.709, 2.5]]",94.77,0.21,P
62,38299.64,BTC-31DEC21,1623313083956,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,505.6,0.6055,0.8445,0.70544756,95.5,0.7746,0.0,BTC-31DEC21-60000-P,36858.07,"{'vega': 110.08095, 'theta': -25.7669, 'rho': -280.95723, 'gamma': 1e-05, 'delta': -0.60713}",36858.07,31781506376,"[[0.649, 3.0], [0.6485, 5.9], [0.1655, 0.5], [0.1355, 0.1], [0.01, 1.0], [0.001, 5.0], [0.0005, 0.2]]",75.03,0.649,3.0,0.0,0.0,[],0.0,0.7,P
63,36833.43,SYN.BTC-12JUN21,1623313094149,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.011, 'high': 0.011}",open,2.0,0.0001,0.0495,0.01263253,84.98,0.011,0.0,BTC-12JUN21-38000-C,36867.95,"{'vega': 9.72827, 'theta': -207.98813, 'rho': 0.61777, 'gamma': 0.00015, 'delta': 0.32066}",36867.95,31781518658,"[[0.012, 6.0], [0.0105, 2.5], [0.01, 1.9], [0.0085, 11.0], [0.007, 24.0]]",82.51,0.012,6.0,0.013,0.7,"[[0.013, 0.7], [0.0135, 0.1], [0.014, 8.0], [0.0145, 12.5], [0.018, 24.0]]",86.3,,C
64,37559.75,BTC-24SEP21,1623313083960,"{'volume': 50.9, 'price_change': -20.5607, 'low': 0.17, 'high': 0.2175}",open,50.7,0.1135,0.268,0.17723685,94.76,0.17,0.0,BTC-24SEP21-36000-P,36858.07,"{'vega': 76.25187, 'theta': -34.08714, 'rho': -59.41599, 'gamma': 2e-05, 'delta': -0.36754}",36858.07,31781514770,"[[0.175, 1.4], [0.1745, 0.6], [0.136, 0.4]]",93.66,0.175,1.4,0.18,2.5,"[[0.18, 2.5], [0.1805, 0.7], [0.1825, 0.6]]",96.12,0.17,P
65,37295.57,SYN.BTC-27AUG21,1623313083958,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,1.085,1.256,1.15699638,97.51,,0.0,BTC-27AUG21-80000-P,36858.07,"{'vega': 23.41807, 'theta': -14.63942, 'rho': -166.22778, 'gamma': 1e-05, 'delta': -0.92893}",36858.07,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,1.15,P
66,36873.5,BTC-25JUN21,1623313083959,"{'volume': 0.8, 'price_change': 0.0, 'low': 0.545, 'high': 0.545}",open,907.8,0.552,0.5885,0.5669777,180.22,0.545,0.0,BTC-25JUN21-16000-C,36858.07,"{'vega': 1.41529, 'theta': -8.50926, 'rho': 6.45353, 'gamma': 0.0, 'delta': 0.99322}",36858.07,31781514858,"[[0.565, 0.6], [0.5645, 9.0], [0.561, 6.0], [0.5165, 5.5]]",0.0,0.565,0.6,0.569,0.5,"[[0.569, 0.5], [0.5695, 9.0], [0.573, 6.0], [0.627, 4.0], [0.78, 1.0]]",214.17,0.57,C
67,36826.91,BTC-11JUN21,1623313083954,"{'volume': 0.1, 'price_change': 0.0, 'low': 0.1225, 'high': 0.1225}",open,0.1,0.1325,0.196,0.15895405,166.45,0.1225,0.0,BTC-11JUN21-31000-C,36858.07,"{'vega': 0.96818, 'theta': -80.57765, 'rho': 0.81704, 'gamma': 2e-05, 'delta': 0.97896}",36858.07,31781511027,"[[0.0745, 2.5]]",0.0,0.0745,2.5,0.278,2.0,"[[0.278, 2.0]]",500.0,0.16,C
68,38901.23,BTC-25MAR22,1623313091007,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,2.1,0.5155,0.6295,0.56299184,98.87,0.555,0.0,BTC-25MAR22-20000-C,36861.77,"{'vega': 67.36849, 'theta': -11.56391, 'rho': 98.61568, 'gamma': 1e-05, 'delta': 0.88428}",36861.77,31781270278,"[[0.535, 11.0], [0.005, 0.1]]",81.99,0.535,11.0,0.5925,11.0,"[[0.5925, 11.0]]",115.5,0.56,C
69,36827.64,BTC-11JUN21,1623313083959,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.4405,0.4725,0.45694305,169.34,,0.0,BTC-11JUN21-20000-C,36858.07,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.5411, 'gamma': 0.0, 'delta': 1.0}",36858.07,31781514855,"[[0.427, 5.0]]",0.0,0.427,5.0,0.4875,5.0,"[[0.4875, 5.0]]",500.0,0.46,C
70,37033.43,BTC-30JUL21,1623313083958,"{'volume': 225.0, 'price_change': 34.4828, 'low': 0.029, 'high': 0.045}",open,554.2,0.011,0.0935,0.0380931,89.68,0.039,0.0,BTC-30JUL21-50000-C,36858.07,"{'vega': 41.62368, 'theta': -37.33926, 'rho': 9.73777, 'gamma': 2e-05, 'delta': 0.23009}",36858.07,31781513381,"[[0.0375, 2.0], [0.037, 13.4], [0.0365, 7.8], [0.034, 14.0], [0.0335, 10.5], [0.017, 0.6], [0.0005, 0.3]]",89.16,0.0375,2.0,0.039,31.3,"[[0.039, 31.3], [0.0395, 9.4], [0.04, 6.7], [0.0415, 14.0], [0.042, 1.6], [0.043, 0.7], [0.045, 5.6], [0.05, 0.8], [0.1305, 0.2]]",90.49,0.04,C
71,37296.59,SYN.BTC-27AUG21,1623313084962,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,1.344,1.523,1.42097488,100.35,,0.0,BTC-27AUG21-90000-P,36858.38,"{'vega': 17.13765, 'theta': -11.02629, 'rho': -189.11617, 'gamma': 1e-05, 'delta': -0.95225}",36858.38,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,1.41,P
72,36840.57,BTC-18JUN21,1623313084961,"{'volume': 58.3, 'price_change': 75.5556, 'low': 0.045, 'high': 0.0835}",open,72.5,0.04,0.1265,0.07902263,87.23,0.079,0.0,BTC-18JUN21-35000-C,36858.38,"{'vega': 19.54364, 'theta': -106.71292, 'rho': 4.82769, 'gamma': 8e-05, 'delta': 0.67785}",36858.38,31781514610,"[[0.0775, 6.4], [0.0765, 1.0], [0.0755, 7.0], [0.069, 0.6], [0.052, 0.1]]",84.32,0.0775,6.4,0.0805,3.0,"[[0.0805, 3.0], [0.0815, 1.5], [0.085, 7.0], [0.0995, 0.1], [0.1095, 5.0], [0.1185, 0.2], [0.5, 0.2], [0.9, 0.2]]",89.98,0.08,C
73,38299.54,BTC-31DEC21,1623313084961,"{'volume': 137.0, 'price_change': -17.3127, 'low': 0.157, 'high': 0.1935}",open,135.0,0.095,0.2495,0.1569164,96.73,0.16,0.0,BTC-31DEC21-30000-P,36858.38,"{'vega': 89.44652, 'theta': -21.20796, 'rho': -85.42379, 'gamma': 1e-05, 'delta': -0.24218}",36858.38,31781503455,"[[0.153, 2.1], [0.115, 10.0], [0.1055, 0.4]]",95.05,0.153,2.1,0.161,1.2,"[[0.161, 1.2], [0.164, 10.0], [0.1935, 50.0]]",98.48,0.16,P
74,38299.54,BTC-31DEC21,1623313084961,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.9,9.141,9.8095,9.44979765,125.76,9.7845,0.0,BTC-31DEC21-400000-P,36858.38,"{'vega': 14.69324, 'theta': -4.52935, 'rho': -2232.10066, 'gamma': 0.0, 'delta': -0.97858}",36858.38,31597661032,"[[0.1, 2.0]]",0.0,0.1,2.0,0.0,0.0,[],0.0,9.39,P
75,36829.26,BTC-11JUN21,1623313093018,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,186.3,0.0001,0.015,0.0,131.81,0.0005,0.0,BTC-11JUN21-55000-C,36863.17,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.0, 'gamma': 0.0, 'delta': 0.0}",36863.17,31781407416,[],0.0,0.0,0.0,0.0005,1.0,"[[0.0005, 1.0], [0.001, 2.0], [0.0015, 8.0], [0.002, 1.0], [0.0025, 0.1], [0.005, 7.5], [0.008, 19.0], [0.011, 0.1], [0.03, 1.0]]",317.32,0.0,C
76,36840.57,BTC-18JUN21,1623313084961,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.1865,0.282,0.22699792,95.41,,0.0,BTC-18JUN21-45000-P,36858.38,"{'vega': 8.77669, 'theta': -52.41656, 'rho': -9.17438, 'gamma': 3e-05, 'delta': -0.911}",36858.38,31781511136,[],0.0,0.0,0.0,0.231,1.0,"[[0.231, 1.0], [0.7265, 2.5]]",110.15,0.22,P
77,38299.54,BTC-31DEC21,1623313084962,"{'volume': 23.1, 'price_change': 7.483, 'low': 0.0735, 'high': 0.087}",open,1351.8,0.0305,0.1795,0.08139657,97.06,0.079,0.0,BTC-31DEC21-80000-C,36858.38,"{'vega': 92.33152, 'theta': -21.9663, 'rho': 37.60519, 'gamma': 1e-05, 'delta': 0.25709}",36858.38,31781504537,"[[0.0785, 0.7], [0.0635, 14.0], [0.063, 0.1], [0.05, 0.3], [0.0345, 0.4], [0.001, 10.0], [0.0005, 0.2]]",95.85,0.0785,0.7,0.0845,0.6,"[[0.0845, 0.6], [0.085, 14.0], [0.1845, 0.1], [0.205, 0.1], [0.355, 5.7], [0.4, 1.0], [0.502, 2.0], [0.6, 89.0]]",98.34,0.08,C
78,38299.73,BTC-31DEC21,1623313085968,"{'volume': 474.8, 'price_change': 40.7407, 'low': 0.0135, 'high': 0.019}",open,1681.0,0.001,0.076,0.01598784,111.7,0.019,0.0,BTC-31DEC21-200000-C,36857.74,"{'vega': 33.73021, 'theta': -9.23489, 'rho': 9.23969, 'gamma': 0.0, 'delta': 0.05915}",36857.74,31781429532,"[[0.013, 0.6], [0.0125, 19.1], [0.012, 3.0], [0.011, 6.1], [0.01, 14.0], [0.006, 0.1], [0.005, 0.1], [0.001, 5.0], [0.0005, 19.5]]",108.09,0.013,0.6,0.0185,0.8,"[[0.0185, 0.8], [0.0205, 18.0], [0.03, 3.0], [0.043, 16.3], [0.055, 1.0], [0.07, 1.0], [0.071, 1.0], [0.0715, 0.1], [0.08, 1.1], [0.0815, 1.0], [0.09, 0.1], [0.1, 1.0], [0.105, 1.0], [0.13, 11.0], [0.1875, 6.0], [0.19, 0.4], [0.197, 0.1], [0.281, 9.0], [0.35, 0.4]]",114.43,0.02,C
79,36840.95,BTC-18JUN21,1623313085968,"{'volume': 237.4, 'price_change': -58.9928, 'low': 0.0285, 'high': 0.0695}",open,175.2,0.0045,0.0745,0.02907606,87.23,0.0285,0.0,BTC-18JUN21-35000-P,36857.74,"{'vega': 19.54315, 'theta': -106.711, 'rho': -2.83134, 'gamma': 8e-05, 'delta': -0.32212}",36857.74,31781514730,"[[0.0285, 14.8], [0.0275, 3.0], [0.027, 1.0], [0.0255, 10.0], [0.024, 24.0], [0.0225, 0.4]]",86.15,0.0285,14.8,0.03,6.2,"[[0.03, 6.2], [0.0305, 10.4], [0.032, 1.0], [0.0335, 10.0], [0.035, 24.0], [0.07, 0.3], [0.13, 1.7]]",88.97,0.03,P
80,36873.46,BTC-25JUN21,1623313085972,"{'volume': 102.7, 'price_change': 0.0, 'low': 0.002, 'high': 0.0028}",open,2097.3,0.0001,0.0225,0.00204883,115.67,0.002,0.0,BTC-25JUN21-60000-C,36857.74,"{'vega': 4.36763, 'theta': -16.85436, 'rho': 0.34757, 'gamma': 1e-05, 'delta': 0.025}",36857.74,31781475275,"[[0.0015, 19.9], [0.001, 20.9], [0.0005, 24.1]]",110.56,0.0015,19.9,0.0025,1.5,"[[0.0025, 1.5], [0.003, 1.6], [0.0035, 20.4], [0.004, 3.0], [0.0065, 0.1], [0.007, 15.0], [0.0075, 15.0], [0.0095, 5.0], [0.018, 30.0], [0.0275, 8.0], [0.0495, 25.0], [0.0665, 15.0], [0.0745, 15.0], [0.0885, 35.0], [0.0945, 15.0], [0.099, 19.0], [0.1355, 8.5], [0.217, 9.0], [0.2775, 3.5], [0.3115, 3.5]]",119.24,0.0,C
81,36873.46,BTC-25JUN21,1623313085972,"{'volume': 157.2, 'price_change': 23.0769, 'low': 0.0055, 'high': 0.011}",open,2648.7,0.0001,0.039,0.00787726,93.02,0.008,0.0,BTC-25JUN21-48000-C,36857.74,"{'vega': 12.7241, 'theta': -39.48497, 'rho': 1.33387, 'gamma': 2e-05, 'delta': 0.09597}",36857.74,31781512342,"[[0.0075, 12.8], [0.007, 12.8], [0.0065, 3.0], [0.005, 30.0], [0.0035, 15.5], [0.001, 0.8], [0.0005, 17.1]]",91.91,0.0075,12.8,0.0085,3.0,"[[0.0085, 3.0], [0.009, 32.2], [0.0095, 11.7], [0.01, 0.1], [0.0105, 10.1], [0.011, 30.1], [0.0115, 0.1], [0.015, 5.0], [0.017, 4.0], [0.025, 2.2], [0.0255, 0.2], [0.03, 1.0], [0.031, 10.0], [0.037, 0.4], [0.04, 2.0], [0.05, 1.0], [0.0555, 5.0], [0.059, 0.2], [0.06, 0.6], [0.065, 0.6]]",94.79,0.01,C
82,36906.0,SYN.BTC-2JUL21,1623313085968,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0001,0.0215,0.00308861,135.35,,0.0,BTC-2JUL21-20000-P,36857.74,"{'vega': 4.79078, 'theta': -14.74561, 'rho': -0.56223, 'gamma': 0.0, 'delta': -0.0222}",36857.74,31781385924,"[[0.002, 8.0], [0.0015, 8.0]]",125.86,0.002,8.0,0.0045,8.0,"[[0.0045, 8.0], [0.005, 8.0]]",145.05,,P
83,36827.54,BTC-11JUN21,1623313086048,"{'volume': 448.8, 'price_change': -87.2727, 'low': 0.0025, 'high': 0.0275}",open,647.2,0.0001,0.0335,0.00285264,120.04,0.0035,0.0,BTC-11JUN21-34000-P,36857.74,"{'vega': 3.23749, 'theta': -105.05555, 'rho': -0.09749, 'gamma': 7e-05, 'delta': -0.09499}",36857.74,31781515255,"[[0.0025, 115.0], [0.002, 16.1], [0.0015, 3.6], [0.001, 0.5], [0.0005, 16.7]]",115.92,0.0025,115.0,0.003,0.1,"[[0.003, 0.1], [0.0035, 5.7], [0.004, 28.2], [0.0045, 0.2], [0.0055, 1.0], [0.006, 32.2], [0.009, 6.0], [0.0135, 0.4], [0.017, 1.2], [0.025, 10.0], [0.11, 0.1], [0.1485, 0.4], [0.1885, 0.4], [0.19, 2.0]]",121.7,0.0,P
84,36874.1,BTC-25JUN21,1623313086246,"{'volume': 39.8, 'price_change': 51.2821, 'low': 0.078, 'high': 0.1195}",open,35.2,0.074,0.1675,0.11593164,90.52,0.118,0.0,BTC-25JUN21-34000-C,36857.74,"{'vega': 25.8466, 'theta': -78.05469, 'rho': 8.89432, 'gamma': 5e-05, 'delta': 0.70337}",36857.74,31781515460,"[[0.115, 1.0], [0.1145, 3.0], [0.1055, 7.0], [0.105, 0.4], [0.098, 0.6], [0.0645, 5.5]]",89.18,0.115,1.0,0.1175,3.0,"[[0.1175, 3.0], [0.1185, 1.1], [0.1435, 7.0], [0.175, 4.0], [0.2175, 0.2]]",92.74,0.12,C
